Id del contrato de software;Nombre;instanceId;Estado;Fabricante;Centro Actividad / Centro de Costos;Suministrador Responsable;Empresa Propietaria;Fecha de Creación;Fecha de Caducidad;Fecha Modificada;Nombre del producto;Nombre Proveedor;Orden de Compra;Clave__c;Suma Número de Licencias Adquiridas;Filial;Información Adicional / Descripción
2014-1484;2014-1484-105;ASGADR4FJYMVQAPKRHZ8P9UDGH2D1W;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:22 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-106;ASGADR4FJYMVQAPKRHZWP9UDGL2EHQ;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:22 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:20 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-107;ASGADR4FJYMVQAPKRHZRP9UDG52DXI;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-108;ASGADR4FJYMVQAPKRHZ2P9UDGB2DA0;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:22 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:18 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-109;ASGADR4FJYMVQAPKRHZ4P9UDGD2DEC;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-11;ASGADR4FJYMVQAPKRSPBP9UNVQ4HAX;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-110;ASGADR4FJYMVQAPKRHZVP9UDGK2EGE;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-111;ASGADR4FJYMVQAPKRHZWP9UDGL2EHO;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-112;ASGADR4FJYMVQAPKRHZVP9UDGK2EG6;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-113;ASGADR4FJYMVQAPKRHZWP9UDGK2EHD;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:16 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-114;ASGADR4FJYMVQAPKRHZ9P9UDGH2D2R;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-115;ASGADR4FJYMVQAPKRHZYP9UDGN2E1J;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:14 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-116;ASGADR4FJYMVQAPKRHZ4P9UDGD2DEK;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:22 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:19 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-117;ASGADR4FJYMVQAPKRHZTP9UDG82EC9;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:22 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-118;ASGADR4FJYMVQAPKRHZ5P9UDGE2DFS;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:18 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-12;ASGADR4FJYMVQAPKRSOYP9UNVM4GYO;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-13;ASGADR4FJYMVQAPKRSPBP9UNVP4HAU;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-14;ASGADR4FJYMVQAPKRSPGP9UNVU4HDP;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-15;ASGADR4FJYMVQAPKRSPJP9UNVY4HH0;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-16;ASGADR4FJYMVQAPKRSOWP9UNVL4GW9;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-17;ASGADR4FJYMVQAPKRSPIP9UNVW4HF7;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-18;ASGADR4FJYMVQAPKRSOVP9UNV94GW7;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-19;ASGADR4FJYMVQAPKRSOZP9UNVO4GYS;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-2;ASGADR4FJYMVQAPKRSP0P9UNVY4HH4;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;26;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-20;ASGADR4FJYMVQAPKRSPCP9UNVR4HBO;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-21;ASGADR4FJYMVQAPKRSP7P9UNWG4HJH;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-22;ASGADR4FJYMVQAPKRSP3P9UNWC4HIJ;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-23;ASGADR4FJYMVQAPKRSP1P9UNWA4HHV;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-24;ASGADR4FJYMVQAPKRSPIP9UNVX4HGX;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-25;ASGADR4FJYMVQAPKRSPCP9UNVQ4HB6;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-26;ASGADR4FJYMVQAPKRSP4P9UNWC4HI0;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-27;ASGADR4FJYMVQAPKRSPGP9UNVU4HDN;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-28;ASGADR4FJYMVQAPKRSPKP9UNWJ4HJ1;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-29;ASGADR4FJYMVQAPKRSPFP9UNVU4HDL;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-3;ASGADR4FJYMVQAPKRSPGP9UNVV4HDQ;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;30;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-30;ASGADR4FJYMVQAPKRSP0P9UNVY4HH2;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-31;ASGADR4FJYMVQAPKRSPMP9UNW04HJ4;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-32;ASGADR4FJYMVQAPKRSP4P9UNWD4HI2;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-33;ASGADR4FJYMVQAPKRSPHP9UNVW4HEW;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-34;ASGADR4FJYMVQAPKRSOTP9UNV84GVZ;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-35;ASGADR4FJYMVQAPKRSP6P9UNWF4HJA;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-36;ASGADR4FJYMVQAPKRSPAP9UNVP4HAT;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-37;ASGADR4FJYMVQAPKRSP2P9UNWB4HHY;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-38;ASGADR4FJYMVQAPKRSPHP9UNVW4HEY;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-39;ASGADR4FJYMVQAPKRSPJP9UNVX4HHI;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-4;ASGADR4FJYMVQAPKRSPHP9UNVW4HEX;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-40;ASGADR4FJYMVQAPKRSPLP9UNW04HJ3;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-41;ASGADR4FJYMVQAPKRSPBP9UNVP4HAV;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-42;ASGADR4FJYMVQAPKRSP0P9UNVZ4HH6;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-43;ASGADR4FJYMVQAPKRSPFP9UNVU4HDM;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-44;ASGADR4FJYMVQAPKRSP1P9UNVZ4HH7;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-45;ASGADR4FJYMVQAPKRSPKP9UNWJ4HJ2;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-46;ASGADR4FJYMVQAPKRSOWP9UNVL4GW8;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-47;ASGADR4FJYMVQAPKRSP0P9UNVZ4HH5;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-48;ASGADR4FJYMVQAPKRSPEP9UNVS4HDK;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-49;ASGADR4FJYMVQAPKRSPIP9UNVW4HFB;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-5;ASGADR4FJYMVQAPKRSP2P9UNWB4HIB;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-50;ASGADR4FJYMVQAPKRSP6P9UNWE4HIZ;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-51;ASGADR4FJYMVQAPKRSPAP9UNVP4HAR;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-52;ASGADR4FJYMVQAPKRSOZP9UNVN4GYP;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-53;ASGADR4FJYMVQAPKRHZ7P9UDGG2D02;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:32 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-54;ASGADR4FJYMVQAPKRHZSP9UDG62DZ9;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:20 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-55;ASGADR4FJYMVQAPKRHZYP9UDGM2E0V;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:28 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-56;ASGADR4FJYMVQAPKRHZVP9UDG92EFN;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:20 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Vegas Pro;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-57;ASGADR4FJYMVQAPKRHZ2P9UDGA2CZT;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:20 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Vegas Pro;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-58;ASGADR4FJYMVQAPKRHZ8P9UDGG2D0S;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 05:53:20 AM;2015/12/22 08:00:00 AM;2026/02/16 05:15:30 AM;Microsoft Windows 8;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-59;ASGADR4FJYMVQAPKRSP3P9UNWC4HII;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:33 AM;Microsoft Windows 8;Desconocido;;;22;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-6;ASGADR4FJYMVQAPKRSP0P9UNVY4HH3;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:32 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-60;ASGADR4FJYMVQAPKRHZWP9UDGL2EI9;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:16 PM;2015/12/22 08:11:00 AM;2026/02/16 05:15:14 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-61;ASGADR4FJYMVQAPKRHZ7P9UDGG2DJU;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:24 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:19 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-62;ASGADR4FJYMVQAPKRHZ6P9UDGF2DIM;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:16 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-63;ASGADR4FJYMVQAPKRHZUP9UDG92EEU;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-64;ASGADR4FJYMVQAPKRHZRP9UDG62DYC;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:18 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-65;ASGADR4FJYMVQAPKRHZ8P9UDGH2D1T;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:19 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-66;ASGADR4FJYMVQAPKRHZUP9UDG92EEW;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-67;ASGADR4FJYMVQAPKRHZVP9UDGK2EGA;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
